a1,a2,a3,a4,a5,a6,a7,a8,a9
0.09349948037893983,0.21355745708368368,0.1385935457892829,0.4138852543707242,0.07115054446019055,0.20864359628559273,0.03188928041014014,0.06020234557235776,0.015590571747917607
0.09718683344808618,0.288383257183997,0.13200598300948038,0.4498080326146541,0.03300432492650511,0.27215445131988175,0.07057992830477804,0.13920218527086042,0.021552575921354775
0.05,0.11369466860292896,0.07473609508445907,0.2631298378669431,0.04201373700038978,0.29947191787708394,0.0516549016724477,0.15216184775770036,0.030919191901322664
0.05031817257177084,0.0874168324087351,0.10381245265422333,0.20203120014279435,0.01933445228282613,0.13583821491677717,0.033607352792343455,0.05,0.047768660645899005
0.20427503789125884,0.3136672511644175,0.22803091566415346,0.30621788001106504,0.01263467675482069,0.26160609354020775,0.09104108957772555,0.1925953300522249,0.02363451527846771
0.16196331983090012,0.34319075216406153,0.23159935809819074,0.24740352393466122,0.06956523447457746,0.20854438463589012,0.04538229644681159,0.15377213706990048,0.04686063286999964
0.05655242950944239,0.3016035067818539,0.19176191438692508,0.28877530583794203,0.05698850111859099,0.270894573697036,0.061515097941938685,0.17304047099570347,0.06193469002990599
0.20798458088353847,0.49102660501023304,0.3023626832176031,0.2199907048538263,0.045730113066059466,0.1975531530717935,0.050523813352497275,0.13514476236154505,0.01
0.11553087691414177,0.262237101836003,0.1785752406139754,0.3903711976679075,0.02427182964454284,0.3501359016502974,0.07726904302482386,0.16214021446832705,0.017667475452825765
0.061740245771272156,0.2309140364986199,0.15991037538588992,0.3381609155923835,0.017143780246927517,0.32554340301337314,0.09893214632198793,0.21048394007312454,0.05872041307862481
0.11755418133305609,0.35094076891866516,0.2868085502842215,0.3787603574487857,0.05307927087106091,0.2222772049780836,0.07092592086586505,0.09600013490802004,0.028712111004623484
0.09459335615714629,0.2546051173168736,0.16951214802738432,0.37850666318809784,0.019476587553053513,0.3574607198035364,0.03588084847728855,0.12128282576183395,0.04290926769277571
0.06651490721989478,0.23619692620755026,0.14323217061247323,0.34133146814045817,0.0978149156763292,0.3204539966646823,0.018782646498384653,0.1400908717866436,0.08302222883572914
0.4428683266162811,0.4004017498979473,0.3909807501204489,0.207118769715541,0.07099271995385671,0.10922793435874133,0.07247042103401798,0.12616755865206614,0.021999675760365576
0.15170795149439875,0.10529214668175838,0.10651203569017324,0.3916561742170361,0.05407337972831814,0.4342250687110412,0.024690206959678267,0.10026474521849246,0.01545648649550439
0.2904881489457028,0.3754581778605934,0.28060374806310273,0.4192637169191739,0.015463441035793186,0.2559092943170853,0.0639969874959288,0.11517661258934761,0.011028935879972787
0.07765497955746392,0.3299814462386282,0.26313790807735116,0.07685880846073954,0.018035044538729478,0.05479678435813084,0.06169767445391796,0.11893036215010798,0.07414246226645994
0.3188987971907466,0.4860336640305968,0.4451806051720756,0.17675798298258344,0.05819468416105969,0.08750509480203056,0.07198144432265616,0.11050365496311323,0.03531465265449274
0.12764594896491652,0.44351066403528555,0.28061435717939226,0.41647792684380536,0.07868830975328188,0.3002028850281471,0.09382852711701625,0.16853946717872836,0.014781702583684407
0.08756874401511533,0.16672858112666264,0.1689510387659543,0.40931901444161695,0.0554374618980756,0.29025327434580606,0.043757475993870705,0.07561232857744177,0.04593054959351117
